longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
-117.97,33.85,30.0,2513.0,476.0,1611.0,472.0,4.0061,3.0
-122.3,37.88,45.0,453.0,146.0,749.0,137.0,1.475,1.0
-119.02,35.32,14.0,2927.0,588.0,1821.0,561.0,3.3529,0.0
-118.11,34.2,36.0,4915.0,725.0,1897.0,700.0,6.827,0.0
-117.89,33.74,32.0,1562.0,365.0,2145.0,347.0,2.9167,3.0
-117.89,34.12,35.0,1447.0,272.0,1224.0,268.0,3.9934,3.0
-118.38,34.14,40.0,1965.0,354.0,666.0,357.0,6.0876,3.0
-116.89,33.48,14.0,1016.0,219.0,443.0,169.0,2.8071,0.0
-122.06,37.35,31.0,1795.0,281.0,872.0,282.0,8.0599,3.0
-118.56,34.2,36.0,1544.0,308.0,891.0,286.0,4.175,3.0
-117.96,34.48,32.0,1896.0,342.0,806.0,299.0,4.5769,0.0
-119.01,35.34,36.0,973.0,219.0,613.0,187.0,1.5625,0.0
-119.2,34.18,27.0,1035.0,229.0,782.0,222.0,4.2212,2.0
-121.59,39.78,16.0,2754.0,570.0,1063.0,543.0,1.4048,0.0
-118.32,34.62,31.0,1398.0,273.0,884.0,299.0,4.8409,0.0
-118.33,33.84,36.0,1364.0,251.0,668.0,245.0,5.3131,3.0
-118.74,36.23,22.0,1033.0,232.0,442.0,136.0,2.6447,0.0
-117.13,32.7,38.0,1445.0,392.0,1286.0,357.0,1.4632,2.0
-117.33,33.87,14.0,2300.0,335.0,1001.0,311.0,5.1045,0.0
-121.89,37.31,40.0,1844.0,340.0,719.0,305.0,3.3682,3.0
-118.43,34.04,52.0,1782.0,308.0,735.0,307.0,5.2954,3.0
-118.12,34.11,52.0,2787.0,353.0,1057.0,364.0,10.2317,3.0
-118.08,33.81,20.0,6295.0,937.0,2292.0,874.0,7.6084,3.0
-117.7,34.06,25.0,2054.0,609.0,2271.0,564.0,2.3049,0.0
-122.48,37.72,45.0,1405.0,338.0,733.0,342.0,4.1116,2.0
-122.08,37.9,29.0,4133.0,770.0,1691.0,744.0,5.1097,1.0
-121.46,38.52,29.0,3873.0,797.0,2237.0,706.0,2.1736,0.0
-117.39,34.04,27.0,2919.0,549.0,1841.0,564.0,2.8682,0.0
-122.14,37.69,38.0,1571.0,317.0,874.0,301.0,4.4659,1.0
-118.34,33.9,37.0,542.0,105.0,355.0,118.0,5.5133,3.0
-117.71,33.52,17.0,2486.0,417.0,876.0,361.0,6.1007,3.0
-116.42,33.79,12.0,7095.0,1260.0,1179.0,570.0,4.9444,0.0
-116.05,34.12,19.0,301.0,65.0,150.0,56.0,3.125,0.0
-121.18,37.64,43.0,1244.0,209.0,611.0,197.0,2.875,0.0
-117.12,34.46,17.0,1613.0,326.0,765.0,300.0,2.6827,0.0
-116.85,34.25,5.0,5806.0,1030.0,569.0,219.0,4.0132,0.0
-117.03,34.91,27.0,2718.0,583.0,1472.0,509.0,2.825,0.0
-118.11,33.96,29.0,2784.0,582.0,1278.0,550.0,4.3882,3.0
-117.38,34.07,6.0,1156.0,191.0,910.0,234.0,4.9091,0.0
-118.46,34.3,32.0,2424.0,476.0,2291.0,419.0,4.0337,3.0
-122.42,37.76,52.0,1190.0,400.0,1270.0,332.0,2.0329,1.0
-121.29,36.9,17.0,3610.0,593.0,1734.0,559.0,5.8324,0.0
-122.07,37.67,28.0,2932.0,739.0,1198.0,624.0,3.2417,1.0
-118.43,34.23,37.0,1737.0,369.0,1061.0,356.0,3.9615,3.0
-118.32,33.96,47.0,1453.0,247.0,721.0,276.0,5.5176,3.0
-118.14,34.15,52.0,407.0,160.0,227.0,148.0,1.5156,3.0
-120.96,37.67,17.0,2434.0,511.0,1558.0,546.0,2.9219,0.0
-121.44,38.63,38.0,1673.0,399.0,1116.0,382.0,1.3302,0.0
-117.94,33.94,26.0,1962.0,540.0,1236.0,520.0,2.2156,3.0
-117.8,33.83,17.0,2971.0,350.0,1180.0,346.0,11.1228,3.0
-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,1.0
-122.62,38.54,24.0,2409.0,464.0,1006.0,403.0,4.5167,3.0
-117.14,32.74,47.0,1494.0,327.0,689.0,304.0,3.125,2.0
-118.26,33.91,39.0,967.0,256.0,903.0,256.0,1.9038,3.0
-122.76,38.46,14.0,4794.0,767.0,2252.0,768.0,4.2061,3.0
-118.07,34.07,31.0,1370.0,284.0,1062.0,277.0,3.5156,3.0
-117.94,34.1,31.0,1239.0,254.0,929.0,244.0,3.3625,3.0
-118.08,33.99,37.0,1419.0,310.0,1125.0,296.0,2.5,3.0
-122.86,38.44,31.0,1534.0,292.0,716.0,288.0,3.4471,3.0
-122.27,37.54,5.0,2140.0,420.0,990.0,394.0,6.035,1.0
-119.61,34.45,33.0,3597.0,519.0,1207.0,479.0,5.3963,3.0
-122.47,37.75,51.0,2413.0,431.0,1095.0,437.0,4.0089,1.0
-117.8,33.67,4.0,3345.0,552.0,1525.0,539.0,6.7962,3.0
-117.5,34.66,20.0,1319.0,309.0,486.0,196.0,2.0184,0.0
-121.72,38.8,36.0,1069.0,228.0,567.0,190.0,1.9559,0.0
-122.05,37.37,27.0,3885.0,661.0,1537.0,606.0,6.6085,3.0
-118.24,33.93,32.0,1063.0,282.0,992.0,253.0,0.8984,3.0
-118.47,33.99,37.0,2155.0,721.0,1082.0,637.0,3.4071,3.0
-118.22,34.14,52.0,2298.0,406.0,1203.0,387.0,5.5291,3.0
-121.41,38.52,25.0,3087.0,720.0,2529.0,708.0,1.8689,0.0
-122.31,37.57,45.0,1165.0,236.0,845.0,251.0,4.1875,2.0
-121.88,38.01,9.0,5329.0,1284.0,2827.0,1202.0,2.7374,0.0
-124.35,40.54,52.0,1820.0,300.0,806.0,270.0,3.0147,2.0
-122.45,37.73,52.0,1350.0,241.0,752.0,246.0,3.2448,1.0
-118.51,34.23,27.0,4580.0,918.0,2252.0,850.0,4.7926,3.0
-122.28,37.81,19.0,1207.0,243.0,721.0,207.0,1.1111,1.0
-116.47,34.07,22.0,5473.0,1234.0,2581.0,1098.0,1.9375,0.0
-121.94,36.58,23.0,4911.0,693.0,1480.0,606.0,6.777,2.0
-117.96,33.78,26.0,2136.0,557.0,1528.0,537.0,2.4931,3.0
-120.85,37.05,32.0,2893.0,481.0,1198.0,466.0,3.1719,0.0
-118.01,33.95,37.0,1165.0,210.0,627.0,221.0,4.6923,3.0
-117.24,32.71,32.0,4164.0,701.0,1277.0,607.0,6.6661,2.0
-121.37,38.63,32.0,3658.0,797.0,1452.0,715.0,2.6623,0.0
-121.3,38.66,28.0,3391.0,550.0,1546.0,553.0,4.2188,0.0
-122.25,37.83,52.0,1279.0,287.0,534.0,291.0,3.1429,1.0
-120.69,35.62,35.0,3451.0,713.0,1550.0,653.0,2.9167,3.0
-118.02,33.9,36.0,2417.0,421.0,1276.0,426.0,5.5601,3.0
-117.79,33.75,26.0,2893.0,345.0,983.0,326.0,13.466,3.0
-121.98,37.28,28.0,3688.0,633.0,1877.0,620.0,5.7251,3.0
-118.18,33.87,38.0,2664.0,626.0,1627.0,604.0,3.7527,3.0
-117.08,32.65,28.0,2296.0,603.0,1277.0,550.0,2.3562,2.0
-118.2,34.05,40.0,1146.0,323.0,1354.0,321.0,1.9205,3.0
-118.07,33.85,16.0,3771.0,606.0,2196.0,564.0,7.0113,3.0
-118.01,33.67,13.0,2902.0,536.0,1125.0,490.0,5.888,2.0
-118.25,33.98,39.0,1553.0,461.0,2271.0,437.0,1.7378,3.0
-118.04,34.1,38.0,2317.0,451.0,1155.0,426.0,4.1488,0.0
-122.45,37.77,52.0,3939.0,852.0,1737.0,797.0,4.5052,1.0
-117.99,34.15,44.0,2492.0,611.0,1951.0,596.0,3.1304,0.0
-122.15,37.47,39.0,1295.0,239.0,566.0,242.0,5.6407,1.0
-118.36,34.17,31.0,1939.0,505.0,1584.0,466.0,2.5234,3.0
-118.28,33.93,21.0,847.0,278.0,1283.0,277.0,1.4329,3.0
-117.7,33.63,16.0,4428.0,745.0,1525.0,682.0,5.2325,3.0
-122.36,37.94,27.0,844.0,249.0,583.0,265.0,0.9687,1.0
-118.35,34.32,52.0,102.0,29.0,54.0,32.0,1.9875,3.0
-118.62,34.26,15.0,10860.0,1653.0,4178.0,1581.0,6.3249,3.0
-121.35,38.59,29.0,1285.0,193.0,460.0,206.0,5.3243,0.0
-118.19,34.05,43.0,977.0,266.0,1084.0,259.0,2.7708,3.0
-122.44,37.76,52.0,2509.0,496.0,855.0,478.0,5.0731,1.0
-117.87,34.13,29.0,1677.0,413.0,873.0,400.0,3.12,3.0
-119.8,36.77,52.0,2964.0,512.0,1114.0,486.0,3.8105,0.0
-119.88,34.43,16.0,1734.0,365.0,962.0,391.0,4.4777,2.0
-116.97,32.78,26.0,8902.0,1413.0,3941.0,1387.0,4.7943,3.0
-117.44,33.93,33.0,1371.0,236.0,715.0,227.0,4.375,0.0
-122.25,37.8,36.0,1678.0,606.0,1645.0,543.0,2.2303,1.0
-118.32,34.16,49.0,1074.0,170.0,403.0,208.0,6.2547,3.0
-117.92,33.79,35.0,1785.0,288.0,1033.0,297.0,4.5739,3.0
-117.79,33.71,16.0,3114.0,463.0,1641.0,469.0,6.2162,3.0
-117.24,32.72,39.0,3819.0,594.0,1361.0,583.0,6.6013,2.0
-118.3,33.98,44.0,1597.0,388.0,902.0,321.0,1.9556,3.0
-117.17,32.83,24.0,3541.0,530.0,1591.0,530.0,5.3538,2.0
-121.0,37.66,43.0,2039.0,331.0,875.0,342.0,3.9844,0.0
-117.37,33.98,52.0,201.0,44.0,130.0,24.0,2.025,0.0
-122.0,37.3,28.0,5096.0,1011.0,2588.0,954.0,5.357,3.0
-119.06,35.33,14.0,5264.0,1064.0,3278.0,1049.0,3.8117,0.0
-122.15,37.75,40.0,1445.0,256.0,849.0,255.0,3.8913,1.0
-118.27,34.0,46.0,1748.0,428.0,1707.0,409.0,2.148,3.0
-121.24,37.82,9.0,6169.0,959.0,3378.0,945.0,5.1047,0.0
-119.71,34.42,52.0,1411.0,324.0,1091.0,306.0,4.1062,3.0
-117.94,33.79,24.0,4179.0,784.0,1902.0,733.0,4.7986,3.0
-121.96,37.06,16.0,1321.0,224.0,650.0,206.0,6.3258,2.0
-117.9,34.01,27.0,1702.0,381.0,2091.0,352.0,3.7917,3.0
-118.25,34.15,15.0,3712.0,1005.0,1888.0,890.0,3.6875,3.0
-117.82,33.75,30.0,2910.0,535.0,1270.0,489.0,4.6161,3.0
-118.26,33.94,41.0,1510.0,410.0,1408.0,389.0,1.65,3.0
-119.05,35.42,41.0,1992.0,421.0,1006.0,419.0,2.8393,0.0
-118.28,33.97,34.0,2771.0,802.0,2782.0,715.0,1.6652,3.0
-118.16,33.78,33.0,2048.0,585.0,2074.0,597.0,2.0156,2.0
-118.56,34.37,23.0,3927.0,728.0,1984.0,707.0,4.8536,3.0
-118.02,33.8,24.0,84.0,14.0,32.0,8.0,5.875,3.0
-118.9,34.14,35.0,1503.0,263.0,576.0,216.0,5.1457,3.0
-122.42,40.32,16.0,1978.0,375.0,961.0,333.0,2.6827,0.0
-121.6,37.13,14.0,9483.0,1361.0,4108.0,1281.0,7.5,3.0
-117.66,33.6,24.0,1684.0,232.0,781.0,230.0,6.8667,3.0
-117.91,33.86,26.0,2296.0,570.0,1415.0,527.0,2.4732,3.0
-122.08,37.64,30.0,5267.0,1253.0,4065.0,1113.0,3.3479,1.0
-122.21,37.8,52.0,3519.0,711.0,1883.0,706.0,3.4861,1.0
-120.44,34.66,22.0,3231.0,549.0,1739.0,581.0,4.5417,2.0
-122.19,37.76,45.0,995.0,238.0,630.0,237.0,1.925,1.0
-117.31,34.09,34.0,1336.0,345.0,1009.0,311.0,1.608,0.0
-121.29,37.95,16.0,761.0,306.0,438.0,282.0,0.7714,0.0
-122.01,38.36,15.0,1176.0,166.0,485.0,171.0,5.9441,0.0
-122.39,37.58,36.0,6026.0,852.0,2314.0,892.0,7.8997,2.0
-122.07,37.95,39.0,2199.0,388.0,1025.0,385.0,4.5893,1.0
-122.04,37.97,21.0,6445.0,1839.0,3621.0,1735.0,2.5841,1.0
-120.45,34.96,21.0,2121.0,445.0,2211.0,463.0,4.0603,3.0
-118.47,34.01,44.0,2175.0,475.0,1019.0,448.0,4.793,3.0
-117.49,34.05,20.0,1483.0,249.0,660.0,194.0,3.9464,0.0
-117.25,32.73,38.0,1840.0,291.0,633.0,283.0,4.9125,2.0
-117.98,33.83,32.0,1133.0,166.0,523.0,187.0,6.213,3.0
-117.03,32.69,8.0,2460.0,397.0,1784.0,390.0,4.5662,2.0
-117.08,32.97,3.0,17466.0,3336.0,7644.0,2895.0,5.4584,3.0
-118.46,34.16,26.0,2548.0,647.0,1098.0,540.0,4.3839,3.0
-122.2,39.93,9.0,1296.0,287.0,768.0,260.0,1.9191,0.0
-117.82,33.85,18.0,1810.0,305.0,1189.0,326.0,5.2227,3.0
-122.23,37.42,16.0,1945.0,320.0,512.0,300.0,7.4542,2.0
-119.76,36.75,35.0,2347.0,526.0,1676.0,481.0,1.6548,0.0
-122.34,40.32,12.0,3848.0,689.0,2008.0,683.0,2.6352,0.0
-118.28,34.02,52.0,281.0,103.0,470.0,96.0,1.9375,3.0
-119.02,36.06,41.0,2279.0,538.0,1908.0,511.0,1.3952,0.0
-120.54,38.07,37.0,736.0,148.0,339.0,140.0,2.2875,0.0
-118.14,34.02,44.0,1715.0,460.0,1740.0,423.0,2.7019,3.0
-122.02,38.27,20.0,2237.0,464.0,1169.0,425.0,3.2115,0.0
-121.2,38.66,17.0,1605.0,217.0,732.0,241.0,5.47,0.0
-118.17,33.89,52.0,63.0,12.0,47.0,8.0,7.2423,3.0
-118.37,33.85,25.0,5622.0,998.0,2537.0,1009.0,5.785,3.0
-121.24,38.63,4.0,11021.0,1565.0,3857.0,1494.0,7.2582,0.0
-122.8,38.18,36.0,2378.0,476.0,957.0,362.0,3.625,2.0
-122.03,37.55,26.0,3087.0,532.0,1597.0,483.0,4.9118,1.0
-117.96,34.07,35.0,2819.0,529.0,1508.0,485.0,4.6118,3.0
-121.36,38.01,16.0,1080.0,166.0,507.0,182.0,4.5278,0.0
-117.2,33.71,24.0,4210.0,920.0,1283.0,829.0,2.0881,3.0
-121.53,36.85,23.0,3359.0,725.0,1862.0,651.0,2.6719,0.0
-116.95,32.76,13.0,5543.0,857.0,2074.0,737.0,4.9528,3.0
-122.95,40.71,26.0,2231.0,421.0,987.0,364.0,2.4792,0.0
-118.21,33.82,43.0,1005.0,199.0,723.0,191.0,4.3424,2.0
-122.32,37.94,38.0,2751.0,522.0,1390.0,489.0,3.7277,1.0
-121.47,36.92,27.0,2049.0,417.0,1230.0,336.0,4.6477,0.0
-118.13,34.05,35.0,3229.0,616.0,1879.0,595.0,3.9531,3.0
-122.46,37.64,17.0,3523.0,669.0,2150.0,666.0,4.5938,2.0
-122.26,37.84,52.0,950.0,202.0,467.0,198.0,3.9643,1.0
-117.21,33.13,15.0,1889.0,368.0,754.0,409.0,2.2278,2.0
-118.23,34.09,45.0,1747.0,484.0,1680.0,441.0,2.6051,3.0
-118.14,33.91,37.0,932.0,171.0,578.0,175.0,4.375,3.0
-124.16,41.02,23.0,1672.0,385.0,1060.0,390.0,2.1726,2.0
-117.77,33.71,5.0,4050.0,584.0,1986.0,598.0,7.5847,3.0
-118.22,34.08,31.0,394.0,117.0,573.0,131.0,1.8173,3.0
-117.84,33.77,26.0,3350.0,581.0,1314.0,550.0,3.5195,3.0
-121.98,37.54,17.0,5133.0,1375.0,3386.0,1339.0,3.1326,3.0
-117.66,34.06,24.0,4043.0,952.0,2174.0,859.0,2.2244,0.0
-122.33,37.97,45.0,1982.0,376.0,1179.0,398.0,3.5463,1.0
-121.3,38.12,11.0,1792.0,252.0,767.0,263.0,7.6889,0.0
-121.11,41.07,26.0,1707.0,308.0,761.0,250.0,2.7188,0.0
-118.37,34.09,38.0,1349.0,344.0,547.0,309.0,3.2159,3.0
-122.76,38.45,8.0,5823.0,1104.0,2864.0,1041.0,3.6292,3.0
-124.08,40.06,17.0,1319.0,267.0,393.0,163.0,2.625,2.0
-117.32,33.87,15.0,826.0,138.0,440.0,134.0,4.8125,0.0
-117.87,33.86,19.0,2232.0,448.0,1149.0,417.0,3.1534,3.0
-118.13,33.81,37.0,1228.0,237.0,572.0,242.0,4.325,3.0
-123.83,41.88,18.0,1504.0,357.0,660.0,258.0,3.13,3.0
-121.5,38.57,41.0,1124.0,344.0,807.0,316.0,1.4712,0.0
-118.52,34.16,39.0,2693.0,478.0,1219.0,435.0,5.17,3.0
-121.4,38.49,12.0,7290.0,1283.0,3960.0,1248.0,3.5968,0.0
-121.5,36.81,20.0,1345.0,230.0,731.0,217.0,4.2333,0.0
-117.14,32.79,35.0,3578.0,582.0,1568.0,553.0,4.7813,2.0
-118.26,34.15,6.0,3340.0,945.0,2315.0,846.0,2.8884,3.0
-116.76,32.84,16.0,3311.0,702.0,1627.0,624.0,3.1196,3.0
-122.13,36.97,27.0,991.0,194.0,543.0,155.0,4.7188,2.0
-122.55,38.42,24.0,2220.0,411.0,894.0,365.0,4.2891,3.0
-117.75,33.64,9.0,2499.0,492.0,1111.0,542.0,5.5342,3.0
-122.03,38.28,15.0,5114.0,833.0,2418.0,778.0,4.4882,0.0
-118.27,33.98,45.0,1696.0,424.0,1502.0,429.0,1.3042,3.0
-117.24,32.83,18.0,3109.0,501.0,949.0,368.0,7.4351,2.0
-121.32,37.98,37.0,3247.0,643.0,1737.0,665.0,3.066,0.0
-118.23,33.91,34.0,1060.0,276.0,1215.0,250.0,2.0804,3.0
-122.14,37.73,52.0,2024.0,320.0,823.0,334.0,5.0,1.0
-118.18,33.96,20.0,427.0,118.0,402.0,105.0,1.4167,3.0
-119.83,36.82,14.0,1087.0,165.0,365.0,176.0,7.2909,0.0
-117.34,34.39,8.0,3579.0,672.0,2216.0,630.0,3.4038,0.0
-122.33,37.97,19.0,5151.0,1335.0,2548.0,1165.0,3.3125,1.0
-118.18,33.87,44.0,2137.0,461.0,1126.0,439.0,3.4408,3.0
-117.81,33.77,31.0,4624.0,624.0,1852.0,635.0,7.2392,3.0
-116.89,32.67,9.0,2652.0,393.0,1355.0,362.0,6.2578,3.0
-118.01,33.92,35.0,1606.0,289.0,829.0,273.0,5.273,3.0
-118.09,34.07,45.0,726.0,146.0,568.0,160.0,3.0347,3.0
-117.62,34.11,17.0,1869.0,311.0,831.0,262.0,6.148,0.0
-116.86,32.8,19.0,1747.0,291.0,848.0,290.0,4.875,3.0
-117.94,34.07,25.0,1814.0,404.0,1187.0,363.0,3.3523,3.0
-122.4,37.61,35.0,2084.0,549.0,1077.0,545.0,3.1628,2.0
-118.27,33.99,38.0,1407.0,447.0,1783.0,402.0,1.8086,3.0
-121.4,38.66,50.0,880.0,150.0,1148.0,148.0,2.5062,0.0
-117.82,33.74,25.0,2720.0,680.0,1559.0,631.0,3.0958,3.0
-117.65,34.04,28.0,2360.0,607.0,2623.0,592.0,2.5048,0.0
-119.85,36.77,27.0,1510.0,344.0,847.0,295.0,2.9315,0.0
-122.64,38.71,20.0,531.0,126.0,231.0,96.0,2.625,0.0
-117.99,33.93,27.0,3708.0,718.0,1921.0,721.0,4.375,3.0
-117.63,33.62,9.0,4257.0,785.0,1293.0,745.0,3.7139,3.0
-120.92,37.6,12.0,4485.0,805.0,2445.0,832.0,3.7611,0.0
-118.16,33.97,31.0,1363.0,428.0,1897.0,364.0,2.3929,3.0
-118.19,34.04,34.0,1011.0,274.0,1164.0,262.0,2.8542,3.0
-118.44,34.03,41.0,1164.0,265.0,561.0,251.0,4.2411,3.0
-118.39,34.09,41.0,730.0,126.0,230.0,125.0,4.3214,3.0
-122.29,37.89,52.0,2178.0,421.0,940.0,423.0,5.0551,1.0
-121.55,38.5,9.0,4868.0,738.0,2036.0,750.0,5.7621,0.0
-121.25,38.8,14.0,5094.0,729.0,1974.0,705.0,5.5205,0.0
-122.06,37.65,33.0,1227.0,286.0,848.0,291.0,3.8036,1.0
-121.36,38.4,18.0,4813.0,849.0,2333.0,843.0,4.175,0.0
-120.59,37.36,11.0,3946.0,978.0,2814.0,953.0,2.0179,0.0
-119.81,36.78,35.0,1012.0,245.0,633.0,240.0,2.0324,0.0
-118.96,34.23,14.0,15207.0,2924.0,6301.0,2829.0,3.9699,3.0
-122.08,37.68,37.0,848.0,202.0,314.0,205.0,2.3958,1.0
-119.81,36.83,10.0,5780.0,922.0,2712.0,883.0,5.6445,0.0
-121.97,38.34,16.0,2331.0,450.0,1074.0,400.0,4.0329,0.0
-117.25,32.96,18.0,4773.0,743.0,1970.0,716.0,6.6199,2.0
-122.45,37.69,17.0,2359.0,501.0,884.0,504.0,3.0625,2.0
-120.67,35.3,32.0,4202.0,986.0,2309.0,956.0,2.2165,2.0
-117.88,33.83,25.0,1785.0,248.0,750.0,251.0,6.8407,3.0
-117.87,33.71,16.0,3397.0,686.0,1924.0,621.0,4.9148,3.0
-118.04,33.84,21.0,6623.0,1204.0,3193.0,1129.0,4.5395,3.0
-118.17,34.1,37.0,299.0,89.0,318.0,92.0,1.3125,3.0
-118.2,34.14,52.0,3800.0,646.0,1842.0,620.0,5.5524,3.0
-117.2,34.46,7.0,8414.0,1584.0,5146.0,1517.0,3.2794,0.0
-122.13,38.0,33.0,2821.0,652.0,1206.0,640.0,2.5481,1.0
-118.37,33.96,26.0,138.0,23.0,100.0,20.0,4.875,3.0
-119.19,34.21,28.0,4194.0,811.0,2556.0,856.0,4.2227,2.0
-118.24,33.94,39.0,1215.0,273.0,1211.0,265.0,1.7212,3.0
-120.09,34.61,11.0,586.0,125.0,317.0,74.0,2.8906,2.0
-118.41,34.14,33.0,778.0,143.0,258.0,130.0,5.738,3.0
-118.96,37.64,11.0,3934.0,697.0,901.0,345.0,4.2381,0.0
-119.23,34.27,29.0,3298.0,804.0,1509.0,711.0,3.8125,2.0
-117.96,33.74,19.0,1783.0,415.0,1025.0,383.0,4.1484,3.0
-116.6,33.49,16.0,3730.0,827.0,1346.0,592.0,2.183,0.0
-122.23,37.81,52.0,2315.0,292.0,861.0,258.0,8.8793,1.0
-117.25,34.07,21.0,3067.0,706.0,2140.0,687.0,2.4432,0.0
-124.05,40.94,14.0,1452.0,217.0,516.0,181.0,5.0329,2.0
-118.06,33.8,21.0,2196.0,504.0,1215.0,477.0,4.8,3.0
-121.43,38.57,46.0,2443.0,476.0,939.0,457.0,3.5893,0.0
-118.01,34.1,27.0,2424.0,542.0,1713.0,557.0,3.8085,0.0
-117.96,33.72,23.0,3929.0,559.0,1858.0,538.0,6.8645,3.0
-120.61,35.12,31.0,1486.0,345.0,823.0,322.0,2.6974,3.0
-118.13,34.18,52.0,1464.0,211.0,603.0,226.0,5.8309,0.0
-121.69,38.16,33.0,1808.0,363.0,824.0,340.0,3.2937,0.0
-118.62,34.18,25.0,3124.0,468.0,1241.0,439.0,6.4044,3.0
-116.97,32.76,33.0,3071.0,466.0,1348.0,513.0,6.1768,3.0
-117.84,33.9,24.0,1723.0,223.0,707.0,219.0,7.0352,3.0
-120.76,38.65,17.0,2319.0,430.0,1126.0,372.0,3.5511,0.0
-118.3,33.75,23.0,1957.0,517.0,1454.0,526.0,3.5056,3.0
-117.15,34.04,14.0,2845.0,420.0,1172.0,377.0,7.5822,0.0
-118.09,34.74,34.0,1218.0,285.0,797.0,248.0,2.4348,0.0
-118.06,33.98,42.0,1342.0,243.0,615.0,208.0,5.4381,3.0
-115.52,33.12,38.0,1327.0,262.0,784.0,231.0,1.8793,0.0
-118.1,34.13,47.0,2234.0,276.0,749.0,260.0,15.0001,3.0
-122.17,37.74,34.0,1223.0,281.0,824.0,280.0,2.2917,1.0
-117.79,33.55,39.0,5066.0,1292.0,1915.0,1117.0,3.821,3.0
-121.47,37.58,14.0,1594.0,292.0,887.0,287.0,4.6625,0.0
-117.83,33.9,23.0,2446.0,360.0,1196.0,359.0,6.5755,3.0
-117.65,33.62,15.0,2708.0,410.0,1140.0,389.0,6.2899,3.0
-117.76,35.22,4.0,18.0,3.0,8.0,6.0,1.625,0.0
-117.38,34.06,17.0,3139.0,569.0,1612.0,516.0,3.3571,0.0
-117.76,33.7,12.0,4025.0,574.0,2042.0,588.0,7.9125,3.0
-122.11,38.0,9.0,3424.0,583.0,1460.0,543.0,5.76,1.0
-117.03,32.73,38.0,3174.0,606.0,1557.0,619.0,3.5861,2.0
-117.93,33.93,25.0,2431.0,534.0,1702.0,523.0,3.7933,3.0
-121.8,36.68,18.0,8581.0,1957.0,6071.0,1889.0,3.0,3.0
-118.11,34.12,48.0,2476.0,313.0,900.0,303.0,10.6767,3.0
-117.63,34.07,39.0,2650.0,511.0,1537.0,495.0,3.4432,0.0
-120.83,37.76,21.0,435.0,96.0,219.0,83.0,2.9125,0.0
-122.17,37.72,43.0,3783.0,814.0,2139.0,789.0,4.0202,1.0
-121.84,37.18,6.0,9176.0,1201.0,3637.0,1138.0,8.3837,3.0
-117.99,33.93,36.0,1287.0,233.0,779.0,229.0,4.8523,3.0
-118.03,33.83,34.0,3203.0,653.0,2072.0,691.0,4.225,3.0
-121.42,38.52,32.0,2828.0,556.0,1655.0,485.0,2.5574,0.0
-119.22,34.27,11.0,4695.0,955.0,2065.0,982.0,3.2158,2.0
-122.05,37.31,25.0,4111.0,538.0,1585.0,568.0,9.2298,3.0
-121.61,39.13,33.0,2559.0,539.0,1583.0,504.0,1.4727,0.0
-118.31,33.82,35.0,3462.0,814.0,1902.0,700.0,3.402,3.0
-122.09,41.32,52.0,4019.0,824.0,1728.0,706.0,2.2462,0.0
-121.32,38.7,17.0,3214.0,551.0,1879.0,562.0,4.3643,0.0
-119.72,34.41,26.0,1648.0,378.0,954.0,405.0,3.2895,2.0
-119.89,36.7,32.0,1485.0,269.0,867.0,271.0,2.5809,0.0
-118.75,34.28,22.0,3844.0,537.0,1665.0,492.0,6.2059,3.0
-118.44,34.19,37.0,1516.0,344.0,983.0,347.0,5.0,3.0
-122.27,37.82,43.0,1868.0,456.0,1061.0,407.0,1.5045,1.0
-122.4,40.51,20.0,1750.0,352.0,834.0,340.0,2.485,0.0
-117.31,32.83,38.0,2367.0,480.0,891.0,428.0,4.1477,2.0
-120.79,37.41,35.0,2436.0,466.0,1730.0,469.0,2.2071,0.0
-117.13,32.71,42.0,1145.0,314.0,1114.0,307.0,1.2614,2.0
-118.46,34.07,49.0,2418.0,301.0,850.0,318.0,14.2867,3.0
-121.81,37.32,26.0,2528.0,511.0,2677.0,512.0,4.1165,3.0
-124.15,40.8,47.0,1486.0,335.0,765.0,329.0,1.755,2.0
-122.47,37.66,18.0,4172.0,806.0,3226.0,790.0,5.7535,2.0
-122.28,37.87,52.0,589.0,132.0,288.0,131.0,3.5156,1.0
-120.69,35.28,26.0,4225.0,886.0,1795.0,704.0,2.2847,2.0
-118.35,34.06,52.0,1368.0,322.0,617.0,303.0,5.3819,3.0
-121.51,38.55,45.0,3032.0,631.0,1341.0,597.0,2.8417,0.0
-121.83,38.45,32.0,2139.0,440.0,1154.0,411.0,3.2672,0.0
-119.23,36.39,39.0,1660.0,349.0,1061.0,306.0,1.4812,0.0
-119.44,36.6,34.0,864.0,184.0,579.0,171.0,2.0417,0.0
-121.92,36.55,37.0,2190.0,419.0,490.0,300.0,3.7852,2.0
-117.48,34.0,12.0,6751.0,1153.0,3266.0,1134.0,3.8529,0.0
-116.79,33.99,16.0,319.0,68.0,212.0,67.0,1.4688,0.0
-122.16,38.07,14.0,6360.0,1236.0,2876.0,1127.0,4.5321,1.0
-122.89,39.42,16.0,411.0,114.0,26.0,19.0,0.4999,0.0
-117.69,33.48,25.0,3240.0,481.0,1462.0,497.0,6.1815,3.0
